file,encoding,delimiter,bytes,fields,rows,valid,errors,validPackage,frictionLessError,downloadURL
35,utf-8,",",1317,5,23,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT_iZTfGtQpRA5gZNPnMerxaLy_1w8u80lSt3rYArenprOJYQExVN5sDDR9m0YeBNM-SswE13THFJCB/pub?output=csv
35,utf-8,",",1317,5,23,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT_iZTfGtQpRA5gZNPnMerxaLy_1w8u80lSt3rYArenprOJYQExVN5sDDR9m0YeBNM-SswE13THFJCB/pub?output=csv
35,utf-8,",",1317,5,23,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT_iZTfGtQpRA5gZNPnMerxaLy_1w8u80lSt3rYArenprOJYQExVN5sDDR9m0YeBNM-SswE13THFJCB/pub?output=csv
36,utf-8,",",4322,10,10,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSG1hBV-yOZwqdgd2YakRhmtu4nHIlTXNGAq9egIag47uzqIBX9DveNs3v_4sa8pEKtA2zGrA63ZVZ4/pub?gid=0&single=true&output=csv
36,utf-8,",",4322,10,10,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSG1hBV-yOZwqdgd2YakRhmtu4nHIlTXNGAq9egIag47uzqIBX9DveNs3v_4sa8pEKtA2zGrA63ZVZ4/pub?gid=0&single=true&output=csv
36,utf-8,",",4322,10,10,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSG1hBV-yOZwqdgd2YakRhmtu4nHIlTXNGAq9egIag47uzqIBX9DveNs3v_4sa8pEKtA2zGrA63ZVZ4/pub?gid=0&single=true&output=csv
36,utf-8,",",4322,10,10,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSG1hBV-yOZwqdgd2YakRhmtu4nHIlTXNGAq9egIag47uzqIBX9DveNs3v_4sa8pEKtA2zGrA63ZVZ4/pub?gid=0&single=true&output=csv
37,utf-8,",",218,13,3,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvWfG8BPxw2BlaGvyEjBrvO1jDkVkG0N4kBhtpPdIyy9dUwP28XWRXp1DVo5d_qnCYkYY0ShvO9eas/pub?gid=682141325&single=true&output=csv
37,utf-8,",",218,13,3,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvWfG8BPxw2BlaGvyEjBrvO1jDkVkG0N4kBhtpPdIyy9dUwP28XWRXp1DVo5d_qnCYkYY0ShvO9eas/pub?gid=682141325&single=true&output=csv
37,utf-8,",",218,13,3,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvWfG8BPxw2BlaGvyEjBrvO1jDkVkG0N4kBhtpPdIyy9dUwP28XWRXp1DVo5d_qnCYkYY0ShvO9eas/pub?gid=682141325&single=true&output=csv
37,utf-8,",",218,13,3,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvWfG8BPxw2BlaGvyEjBrvO1jDkVkG0N4kBhtpPdIyy9dUwP28XWRXp1DVo5d_qnCYkYY0ShvO9eas/pub?gid=682141325&single=true&output=csv
40,utf-8,",",282,2,13,false,1,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT1COWSvCGK2uegZkURWuDr42ugkx4x9DfKhX-CUrsqpVwbb9VzLsgJsOSHSNAexsVVQiMb7qnnjWh1/pub?output=csv
40,utf-8,",",282,2,13,false,1,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT1COWSvCGK2uegZkURWuDr42ugkx4x9DfKhX-CUrsqpVwbb9VzLsgJsOSHSNAexsVVQiMb7qnnjWh1/pub?output=csv
40,utf-8,",",282,2,13,false,1,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT1COWSvCGK2uegZkURWuDr42ugkx4x9DfKhX-CUrsqpVwbb9VzLsgJsOSHSNAexsVVQiMb7qnnjWh1/pub?output=csv
40,utf-8,",",282,2,13,false,1,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT1COWSvCGK2uegZkURWuDr42ugkx4x9DfKhX-CUrsqpVwbb9VzLsgJsOSHSNAexsVVQiMb7qnnjWh1/pub?output=csv
41,utf-8,",",978,3,13,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQBio02FgN9L8gx-bjPsWlNb79KePNcSCPdGWyCVhNhKU2L6TaMA2JVz5Pfz7tnG7_6_FWgjhh58-7r/pub?output=csv
41,utf-8,",",978,3,13,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQBio02FgN9L8gx-bjPsWlNb79KePNcSCPdGWyCVhNhKU2L6TaMA2JVz5Pfz7tnG7_6_FWgjhh58-7r/pub?output=csv
41,utf-8,",",978,3,13,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQBio02FgN9L8gx-bjPsWlNb79KePNcSCPdGWyCVhNhKU2L6TaMA2JVz5Pfz7tnG7_6_FWgjhh58-7r/pub?output=csv
41,utf-8,",",978,3,13,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQBio02FgN9L8gx-bjPsWlNb79KePNcSCPdGWyCVhNhKU2L6TaMA2JVz5Pfz7tnG7_6_FWgjhh58-7r/pub?output=csv
42,utf-8,",",114528,5,4194,false,1,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vRIDnMIpcz6rCBSNOnrIwNt_g4N-ndkvSWyEGcxCQkY3000ohE7fGdqdCTJt8ATiGcieIXGPLhqvKXo/pub?gid=413610949&single=true&output=csv
42,utf-8,",",114528,5,4194,false,1,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vRIDnMIpcz6rCBSNOnrIwNt_g4N-ndkvSWyEGcxCQkY3000ohE7fGdqdCTJt8ATiGcieIXGPLhqvKXo/pub?gid=413610949&single=true&output=csv
42,utf-8,",",114528,5,4194,false,1,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vRIDnMIpcz6rCBSNOnrIwNt_g4N-ndkvSWyEGcxCQkY3000ohE7fGdqdCTJt8ATiGcieIXGPLhqvKXo/pub?gid=413610949&single=true&output=csv
42,utf-8,",",114528,5,4194,false,1,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vRIDnMIpcz6rCBSNOnrIwNt_g4N-ndkvSWyEGcxCQkY3000ohE7fGdqdCTJt8ATiGcieIXGPLhqvKXo/pub?gid=413610949&single=true&output=csv
44,utf-8,",",474,13,8,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvWfG8BPxw2BlaGvyEjBrvO1jDkVkG0N4kBhtpPdIyy9dUwP28XWRXp1DVo5d_qnCYkYY0ShvO9eas/pub?gid=1068628440&single=true&output=csv
44,utf-8,",",474,13,8,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvWfG8BPxw2BlaGvyEjBrvO1jDkVkG0N4kBhtpPdIyy9dUwP28XWRXp1DVo5d_qnCYkYY0ShvO9eas/pub?gid=1068628440&single=true&output=csv
44,utf-8,",",474,13,8,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvWfG8BPxw2BlaGvyEjBrvO1jDkVkG0N4kBhtpPdIyy9dUwP28XWRXp1DVo5d_qnCYkYY0ShvO9eas/pub?gid=1068628440&single=true&output=csv
44,utf-8,",",474,13,8,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvWfG8BPxw2BlaGvyEjBrvO1jDkVkG0N4kBhtpPdIyy9dUwP28XWRXp1DVo5d_qnCYkYY0ShvO9eas/pub?gid=1068628440&single=true&output=csv
45,utf-8,",",38191,13,273,false,1,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT6GDZNWIJgVmd3GLlEL4dPA-B_VkatLA--B4EPWhvTYRs8u244QXeaE8Ij7ikJsuUj9oyBnvH6OAGL/pub?gid=67122230&single=true&output=csv
45,utf-8,",",38191,13,273,false,1,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT6GDZNWIJgVmd3GLlEL4dPA-B_VkatLA--B4EPWhvTYRs8u244QXeaE8Ij7ikJsuUj9oyBnvH6OAGL/pub?gid=67122230&single=true&output=csv
45,utf-8,",",38191,13,273,false,1,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT6GDZNWIJgVmd3GLlEL4dPA-B_VkatLA--B4EPWhvTYRs8u244QXeaE8Ij7ikJsuUj9oyBnvH6OAGL/pub?gid=67122230&single=true&output=csv
45,utf-8,",",38191,13,273,false,1,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT6GDZNWIJgVmd3GLlEL4dPA-B_VkatLA--B4EPWhvTYRs8u244QXeaE8Ij7ikJsuUj9oyBnvH6OAGL/pub?gid=67122230&single=true&output=csv
46,utf-8,",",585,11,14,true,0,true,0,https://goo.gl/M1azG4
46,utf-8,",",585,11,14,true,0,true,0,https://goo.gl/M1azG4
46,utf-8,",",585,11,14,true,0,true,0,https://goo.gl/M1azG4
46,utf-8,",",585,11,14,true,0,true,0,https://goo.gl/M1azG4
49,utf-8,",",469,2,13,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT8mCdZB1UyuxY0BP1n8ENY6C-7UXMQig5NYffIkGuccu1U5XaFoonLhjdxkCM4rBfK3csSeZQsOrTp/pub?gid=1419045272&single=true&output=csv
49,utf-8,",",469,2,13,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT8mCdZB1UyuxY0BP1n8ENY6C-7UXMQig5NYffIkGuccu1U5XaFoonLhjdxkCM4rBfK3csSeZQsOrTp/pub?gid=1419045272&single=true&output=csv
49,utf-8,",",469,2,13,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT8mCdZB1UyuxY0BP1n8ENY6C-7UXMQig5NYffIkGuccu1U5XaFoonLhjdxkCM4rBfK3csSeZQsOrTp/pub?gid=1419045272&single=true&output=csv
49,utf-8,",",469,2,13,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vT8mCdZB1UyuxY0BP1n8ENY6C-7UXMQig5NYffIkGuccu1U5XaFoonLhjdxkCM4rBfK3csSeZQsOrTp/pub?gid=1419045272&single=true&output=csv
50,iso8859-1,",",1575,3,85,true,0,true,0,http://dati.comune.matera.it/dataset/8afefc12-85e0-4e2f-8b11-733bb95b1bf7/resource/5095994c-93b7-4898-829c-e174a75aafae/download/seriestranieri2012.csv
50,iso8859-1,",",1575,3,85,true,0,true,0,http://dati.comune.matera.it/dataset/8afefc12-85e0-4e2f-8b11-733bb95b1bf7/resource/5095994c-93b7-4898-829c-e174a75aafae/download/seriestranieri2012.csv
50,iso8859-1,",",1575,3,85,true,0,true,0,http://dati.comune.matera.it/dataset/8afefc12-85e0-4e2f-8b11-733bb95b1bf7/resource/5095994c-93b7-4898-829c-e174a75aafae/download/seriestranieri2012.csv
50,iso8859-1,",",1575,3,85,true,0,true,0,http://dati.comune.matera.it/dataset/8afefc12-85e0-4e2f-8b11-733bb95b1bf7/resource/5095994c-93b7-4898-829c-e174a75aafae/download/seriestranieri2012.csv
51,utf-8,",",768,6,7,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQjUcXjJaJk7M1yvbHyKTOvrXJ1iCKfM3J9egBZiQxq4HzSZkgTHLPqSfjStsc2Qj_8AslFt_WVJQaN/pub?gid=0&single=true&output=csv
51,utf-8,",",768,6,7,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQjUcXjJaJk7M1yvbHyKTOvrXJ1iCKfM3J9egBZiQxq4HzSZkgTHLPqSfjStsc2Qj_8AslFt_WVJQaN/pub?gid=0&single=true&output=csv
51,utf-8,",",768,6,7,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQjUcXjJaJk7M1yvbHyKTOvrXJ1iCKfM3J9egBZiQxq4HzSZkgTHLPqSfjStsc2Qj_8AslFt_WVJQaN/pub?gid=0&single=true&output=csv
51,utf-8,",",768,6,7,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQjUcXjJaJk7M1yvbHyKTOvrXJ1iCKfM3J9egBZiQxq4HzSZkgTHLPqSfjStsc2Qj_8AslFt_WVJQaN/pub?gid=0&single=true&output=csv
52,iso8859-1,",",19045,135,26,true,0,true,0,http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26/download/data.csv
52,iso8859-1,",",19045,135,26,true,0,true,0,http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26/download/data.csv
52,iso8859-1,",",19045,135,26,true,0,true,0,http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26/download/data.csv
52,iso8859-1,",",19045,135,26,true,0,true,0,http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26/download/data.csv
53,utf-8,",",1081,4,21,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vRNxs44I_QE0F0hxDFSCDYYiQvLtmpeeBOwgjde-NTBytHbDXrOmT1InRdOkY5waaxFlIbdKedKdL9A/pub?output=csv
53,utf-8,",",1081,4,21,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vRNxs44I_QE0F0hxDFSCDYYiQvLtmpeeBOwgjde-NTBytHbDXrOmT1InRdOkY5waaxFlIbdKedKdL9A/pub?output=csv
53,utf-8,",",1081,4,21,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vRNxs44I_QE0F0hxDFSCDYYiQvLtmpeeBOwgjde-NTBytHbDXrOmT1InRdOkY5waaxFlIbdKedKdL9A/pub?output=csv
53,utf-8,",",1081,4,21,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vRNxs44I_QE0F0hxDFSCDYYiQvLtmpeeBOwgjde-NTBytHbDXrOmT1InRdOkY5waaxFlIbdKedKdL9A/pub?output=csv
54,utf-8,",",7039,6,66,true,0,true,0,https://goo.gl/RKHDt5
54,utf-8,",",7039,6,66,true,0,true,0,https://goo.gl/RKHDt5
54,utf-8,",",7039,6,66,true,0,true,0,https://goo.gl/RKHDt5
54,utf-8,",",7039,6,66,true,0,true,0,https://goo.gl/RKHDt5
56,utf-8,",",2679,5,24,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTIBK4i8UhjBm5Ti_XRTzObMKfvhxqeQV6DUqKd3vvDqCSYGKQo0_OQ7QTp8w4nogYahNeG7XRaflmJ/pub?output=csv
56,utf-8,",",2679,5,24,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTIBK4i8UhjBm5Ti_XRTzObMKfvhxqeQV6DUqKd3vvDqCSYGKQo0_OQ7QTp8w4nogYahNeG7XRaflmJ/pub?output=csv
56,utf-8,",",2679,5,24,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTIBK4i8UhjBm5Ti_XRTzObMKfvhxqeQV6DUqKd3vvDqCSYGKQo0_OQ7QTp8w4nogYahNeG7XRaflmJ/pub?output=csv
56,utf-8,",",2679,5,24,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTIBK4i8UhjBm5Ti_XRTzObMKfvhxqeQV6DUqKd3vvDqCSYGKQo0_OQ7QTp8w4nogYahNeG7XRaflmJ/pub?output=csv
57,utf-8,",",3353,14,13,false,2,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSqiSJXhCV6tAM8kVWsK-zj4_bE8dY6isywW1IwE2innGKgfRv82gtfacpDTfHd7oJVrXKkgJlt4Yrj/pub?gid=0&single=true&output=csv
57,utf-8,",",3353,14,13,false,2,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSqiSJXhCV6tAM8kVWsK-zj4_bE8dY6isywW1IwE2innGKgfRv82gtfacpDTfHd7oJVrXKkgJlt4Yrj/pub?gid=0&single=true&output=csv
57,utf-8,",",3353,14,13,false,2,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSqiSJXhCV6tAM8kVWsK-zj4_bE8dY6isywW1IwE2innGKgfRv82gtfacpDTfHd7oJVrXKkgJlt4Yrj/pub?gid=0&single=true&output=csv
57,utf-8,",",3353,14,13,false,2,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSqiSJXhCV6tAM8kVWsK-zj4_bE8dY6isywW1IwE2innGKgfRv82gtfacpDTfHd7oJVrXKkgJlt4Yrj/pub?gid=0&single=true&output=csv
58,utf-8,",",211,4,12,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSmgaHVVzjj2DanEYK8um9V-WiNyDMD5HF9_IUSQW7WN0-efKWLdtXmUaKATp09gzkN6ZPZPBbdmMq3/pub?gid=1536678746&single=true&output=csv
58,utf-8,",",211,4,12,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSmgaHVVzjj2DanEYK8um9V-WiNyDMD5HF9_IUSQW7WN0-efKWLdtXmUaKATp09gzkN6ZPZPBbdmMq3/pub?gid=1536678746&single=true&output=csv
58,utf-8,",",211,4,12,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSmgaHVVzjj2DanEYK8um9V-WiNyDMD5HF9_IUSQW7WN0-efKWLdtXmUaKATp09gzkN6ZPZPBbdmMq3/pub?gid=1536678746&single=true&output=csv
58,utf-8,",",211,4,12,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSmgaHVVzjj2DanEYK8um9V-WiNyDMD5HF9_IUSQW7WN0-efKWLdtXmUaKATp09gzkN6ZPZPBbdmMq3/pub?gid=1536678746&single=true&output=csv
60,utf-8,",",498,2,29,true,0,true,0,http://dati.comune.matera.it/dataset/44beed86-8a16-4fce-9123-058aa4e4dbcf/resource/31560fdb-c0e1-4a82-8bf0-e5158142aa54/download/gas.csv
60,utf-8,",",498,2,29,true,0,true,0,http://dati.comune.matera.it/dataset/44beed86-8a16-4fce-9123-058aa4e4dbcf/resource/31560fdb-c0e1-4a82-8bf0-e5158142aa54/download/gas.csv
60,utf-8,",",498,2,29,true,0,true,0,http://dati.comune.matera.it/dataset/44beed86-8a16-4fce-9123-058aa4e4dbcf/resource/31560fdb-c0e1-4a82-8bf0-e5158142aa54/download/gas.csv
60,utf-8,",",498,2,29,true,0,true,0,http://dati.comune.matera.it/dataset/44beed86-8a16-4fce-9123-058aa4e4dbcf/resource/31560fdb-c0e1-4a82-8bf0-e5158142aa54/download/gas.csv
62,iso8859-1,",",3965,9,19,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vRZDgRZ8h5TCUru1TDrYdQfgZCSQWJyA4cEp6m4bt8MRKWfqGXlqvRxMpQgaPYUcpLkxVZOAE8aqiv6/pub?gid=690587608&single=true&output=csv
62,iso8859-1,",",3965,9,19,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vRZDgRZ8h5TCUru1TDrYdQfgZCSQWJyA4cEp6m4bt8MRKWfqGXlqvRxMpQgaPYUcpLkxVZOAE8aqiv6/pub?gid=690587608&single=true&output=csv
62,iso8859-1,",",3965,9,19,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vRZDgRZ8h5TCUru1TDrYdQfgZCSQWJyA4cEp6m4bt8MRKWfqGXlqvRxMpQgaPYUcpLkxVZOAE8aqiv6/pub?gid=690587608&single=true&output=csv
62,iso8859-1,",",3965,9,19,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vRZDgRZ8h5TCUru1TDrYdQfgZCSQWJyA4cEp6m4bt8MRKWfqGXlqvRxMpQgaPYUcpLkxVZOAE8aqiv6/pub?gid=690587608&single=true&output=csv
64,utf-8,",",26796,3,759,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTccHv9mYddJFPl0WB_Ppxc0x1NT7ZCCU8jqxbkELhVhB3hQzBXc0ukDLj64g8zimhZkZ45DCaikYYL/pub?output=csv
64,utf-8,",",26796,3,759,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTccHv9mYddJFPl0WB_Ppxc0x1NT7ZCCU8jqxbkELhVhB3hQzBXc0ukDLj64g8zimhZkZ45DCaikYYL/pub?output=csv
64,utf-8,",",26796,3,759,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTccHv9mYddJFPl0WB_Ppxc0x1NT7ZCCU8jqxbkELhVhB3hQzBXc0ukDLj64g8zimhZkZ45DCaikYYL/pub?output=csv
64,utf-8,",",26796,3,759,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTccHv9mYddJFPl0WB_Ppxc0x1NT7ZCCU8jqxbkELhVhB3hQzBXc0ukDLj64g8zimhZkZ45DCaikYYL/pub?output=csv
65,utf-8,",",153,14,0,true,0,true,0,http://servizionline.comune.mt.it:80/atc/files/MATERA/art15c12.csv
65,utf-8,",",153,14,0,true,0,true,0,http://servizionline.comune.mt.it:80/atc/files/MATERA/art15c12.csv
65,utf-8,",",153,14,0,true,0,true,0,http://servizionline.comune.mt.it:80/atc/files/MATERA/art15c12.csv
65,utf-8,",",153,14,0,true,0,true,0,http://servizionline.comune.mt.it:80/atc/files/MATERA/art15c12.csv
66,iso8859-1,",",2586,6,82,false,2,false,0,http://dati.comune.matera.it/dataset/8afefc12-85e0-4e2f-8b11-733bb95b1bf7/resource/8c9f4c2c-78da-46b2-9efd-de7e2458d7a6/download/stranieri2010.csv
66,iso8859-1,",",2586,6,82,false,2,false,0,http://dati.comune.matera.it/dataset/8afefc12-85e0-4e2f-8b11-733bb95b1bf7/resource/8c9f4c2c-78da-46b2-9efd-de7e2458d7a6/download/stranieri2010.csv
66,iso8859-1,",",2586,6,82,false,2,false,0,http://dati.comune.matera.it/dataset/8afefc12-85e0-4e2f-8b11-733bb95b1bf7/resource/8c9f4c2c-78da-46b2-9efd-de7e2458d7a6/download/stranieri2010.csv
66,iso8859-1,",",2586,6,82,false,2,false,0,http://dati.comune.matera.it/dataset/8afefc12-85e0-4e2f-8b11-733bb95b1bf7/resource/8c9f4c2c-78da-46b2-9efd-de7e2458d7a6/download/stranieri2010.csv
67,utf-8,",",1876,9,14,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTMPmn8JVYseajL-eVTZg9o1MIW4FKZSAJLhWSJDZvv1BNsTEzVSIInIat7RaVW5vxNFPeQG6FBVIFG/pub?output=csv
67,utf-8,",",1876,9,14,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTMPmn8JVYseajL-eVTZg9o1MIW4FKZSAJLhWSJDZvv1BNsTEzVSIInIat7RaVW5vxNFPeQG6FBVIFG/pub?output=csv
67,utf-8,",",1876,9,14,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTMPmn8JVYseajL-eVTZg9o1MIW4FKZSAJLhWSJDZvv1BNsTEzVSIInIat7RaVW5vxNFPeQG6FBVIFG/pub?output=csv
67,utf-8,",",1876,9,14,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTMPmn8JVYseajL-eVTZg9o1MIW4FKZSAJLhWSJDZvv1BNsTEzVSIInIat7RaVW5vxNFPeQG6FBVIFG/pub?output=csv
68,utf-8,",",1427,4,12,true,0,true,0,http://dati.comune.matera.it/dataset/85a11368-b89b-4605-b3a3-40897bad802a/resource/654fa611-546e-43b8-a97c-ac70d5e53d3b/download/memorie.csv
68,utf-8,",",1427,4,12,true,0,true,0,http://dati.comune.matera.it/dataset/85a11368-b89b-4605-b3a3-40897bad802a/resource/654fa611-546e-43b8-a97c-ac70d5e53d3b/download/memorie.csv
68,utf-8,",",1427,4,12,true,0,true,0,http://dati.comune.matera.it/dataset/85a11368-b89b-4605-b3a3-40897bad802a/resource/654fa611-546e-43b8-a97c-ac70d5e53d3b/download/memorie.csv
68,utf-8,",",1427,4,12,true,0,true,0,http://dati.comune.matera.it/dataset/85a11368-b89b-4605-b3a3-40897bad802a/resource/654fa611-546e-43b8-a97c-ac70d5e53d3b/download/memorie.csv
69,utf-8,",",98529,21,544,false,2,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTkKNNgGLmBTXJVEsPWHSx_aix57bTdernEIoVk7njmHX1bAnl_dTcPT8ULqntB3OxR2qDAreLaUZ7N/pub?output=csv
69,utf-8,",",98529,21,544,false,2,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTkKNNgGLmBTXJVEsPWHSx_aix57bTdernEIoVk7njmHX1bAnl_dTcPT8ULqntB3OxR2qDAreLaUZ7N/pub?output=csv
69,utf-8,",",98529,21,544,false,2,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTkKNNgGLmBTXJVEsPWHSx_aix57bTdernEIoVk7njmHX1bAnl_dTcPT8ULqntB3OxR2qDAreLaUZ7N/pub?output=csv
69,utf-8,",",98529,21,544,false,2,false,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vTkKNNgGLmBTXJVEsPWHSx_aix57bTdernEIoVk7njmHX1bAnl_dTcPT8ULqntB3OxR2qDAreLaUZ7N/pub?output=csv
70,utf-8,",",283,2,13,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSfv0EoarRDgfi2Lr7RIta90-U4M0edXWbbdcLdxMHkodRCs1kT8Enm0_xEQXIp8qcWoFivGE2DgWX2/pub?output=csv
70,utf-8,",",283,2,13,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSfv0EoarRDgfi2Lr7RIta90-U4M0edXWbbdcLdxMHkodRCs1kT8Enm0_xEQXIp8qcWoFivGE2DgWX2/pub?output=csv
70,utf-8,",",283,2,13,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSfv0EoarRDgfi2Lr7RIta90-U4M0edXWbbdcLdxMHkodRCs1kT8Enm0_xEQXIp8qcWoFivGE2DgWX2/pub?output=csv
70,utf-8,",",283,2,13,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSfv0EoarRDgfi2Lr7RIta90-U4M0edXWbbdcLdxMHkodRCs1kT8Enm0_xEQXIp8qcWoFivGE2DgWX2/pub?output=csv
71,utf-8,",",3957,10,31,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQx6xLrbSZIrZx0p3n7Tjy3nnkxp_gVRRMW8s8KZilYs3Qkz-LwHXYWjpCaoQApjQSfOxpn6hhqaMbn/pub?output=csv
71,utf-8,",",3957,10,31,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQx6xLrbSZIrZx0p3n7Tjy3nnkxp_gVRRMW8s8KZilYs3Qkz-LwHXYWjpCaoQApjQSfOxpn6hhqaMbn/pub?output=csv
71,utf-8,",",3957,10,31,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQx6xLrbSZIrZx0p3n7Tjy3nnkxp_gVRRMW8s8KZilYs3Qkz-LwHXYWjpCaoQApjQSfOxpn6hhqaMbn/pub?output=csv
71,utf-8,",",3957,10,31,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQx6xLrbSZIrZx0p3n7Tjy3nnkxp_gVRRMW8s8KZilYs3Qkz-LwHXYWjpCaoQApjQSfOxpn6hhqaMbn/pub?output=csv
72,utf-8,",",1563,9,25,true,0,true,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vQLXbXDR-KCs32EMPG6XtDZ_IZFiZok47xGnk23M0BnjQGkJctf7_r3ZIukaLBltglhpCiyNcakAHTo/pub?output=csv
